,CPEB1,SIAH2,NOS2,CS,NDRG1,PDSS2,PIR,PARP3,DHODH,GSTZ1,ALOX15,MAP1LC3A,MPC1,DPEP1,GRIA3,CHAC1,FLT3,MTF1,CHMP6,CISD1,BRD4,IL6,HCAR1,PARP12,NR1D1,TSC1,IFNG,GJA1,SLC7A11
TCGA-BH-A0HY,0.0893625528277345,7.11347756088943,0.801075859167457,6.80832841269406,4.74811769328557,3.76366652013807,3.26843439357638,2.75189213840431,2.49855724809902,4.05208544158127,0.207892851641333,6.0432570025244,5.58949685134484,0.855750556764647,0.688493710599149,1.62086788446328,1.37767905900582,3.33143293012048,5.05254631512191,3.47578530221513,4.97276157091108,0.326192164494116,3.98485362278414,4.20077896793193,5.092854374232,3.82114894443219,0.0,6.62879400505179,0.940354711533293
TCGA-D8-A1JJ,0.358283722852818,7.04359167035383,1.0934249594191,7.31438928589633,7.47745796037439,4.58873861784595,5.51478820853281,4.79323523285656,2.7415748474188,2.97133201980803,0.395720913285953,4.96839032214738,6.2051539731123,1.32013804297497,0.640250721454018,3.06732894470474,0.313478057653327,3.81793018125281,4.41634660175072,5.14394028519878,4.69096456760672,2.27664554289562,4.71899720358929,4.70344958933847,3.62185261126142,3.14465008622909,0.477366480067235,7.62692676697463,5.65191274464578
TCGA-EW-A1PG,0.295605488588061,6.30872127092815,0.797012977836145,6.77196214704749,5.58533514880841,4.7320575018536,2.60599205600296,4.69384932813162,3.07057823987302,3.1168637576909,1.25900124994155,5.25589345530448,5.45073618090023,0.719490131200293,1.00057696263152,2.91977864083956,2.4757334309664,4.52536733106569,3.80231731440359,5.19258872156664,5.42743521133513,4.93343100548696,4.33728292918083,4.42879898677568,4.24649929795888,3.26429621203483,0.0,7.88037697296201,1.88405082388799
TCGA-D8-A1XR,0.153805336079035,8.67528385338154,0.99667797961637,6.60741169425146,3.82520558409614,4.70331115112855,4.31490675232952,4.82358633470881,2.50095498082165,4.25679932940236,0.0408223101073411,4.84532444513951,6.43729100194093,1.33839588864804,1.29166249044784,1.80351637318683,1.68297773459012,4.27007288897214,4.29829906323194,4.42388066152719,4.72294137974283,0.99102744700066,5.00655386187848,5.49858277687656,4.1155659959216,3.69489133325842,0.056860943046751,8.88692290512172,1.48841217599573
TCGA-D8-A1JM,0.153286520990863,5.97325308270188,0.387252238833504,7.31621001756077,10.5563017063011,4.58182724594619,5.05950670418946,3.18054572526864,3.40544784370754,2.02488699931318,0.0894981508391026,6.27100540156495,5.53095092727542,0.109962253398818,0.059078342201253,3.45383360741067,0.257493447876156,4.4731504791144,2.76678595374724,5.42133776756925,5.55066676167896,5.32988421999714,0.720278465233327,4.79141818716404,3.96190109904945,3.04358948323443,1.61244686656018,4.47286464255998,2.18573970940278
TCGA-GM-A2DN,0.159370846660203,6.14436661563345,1.05554274796229,6.21862813481799,4.51935948043564,4.21985000867949,3.82997130112495,5.73282543628244,1.91272650004853,3.42291919425148,0.171078696058683,5.83154793683614,5.79841606874001,2.90043212307537,0.0694272104560142,1.28071881361801,1.68594014844598,3.3907777267512,4.57464044963949,4.15445359267987,4.47787157324577,1.57724753559315,3.68859441643649,4.89736145196142,4.56694298208551,2.69110978043581,1.46508637888607,6.90962431554373,1.72940049908955
TCGA-BH-A0B6,0.31150311546827,5.43442139872485,0.268554164033543,6.44960429167633,5.14662264056274,4.12130556905711,4.54424425747051,4.78002657215952,2.11109810227977,2.53029552137827,0.437547355287785,6.02832160975291,6.36493131057241,3.39120405710808,0.363899951686622,2.43754735528778,3.40901069345745,3.04523326147366,4.79543968648956,4.49391627726393,4.77151059806044,1.16793591770231,3.83774145224934,5.40301884279689,3.08452354033344,1.90465749990576,2.53749487441412,6.28767175268507,1.32146635859253
TCGA-BH-A18N,1.30608721556027,5.45094068421808,0.513187520370855,6.81139396142857,6.50732370573197,4.42462653381489,4.58391616747486,5.46353745146723,3.04533811992781,2.97572188785663,4.89816964789723,5.85664712948448,6.02766497450778,0.40261304298717,1.42964274251546,1.23014151610343,1.98750278321603,4.44996408452359,4.53329546545797,3.95680011805158,4.89204123926097,5.7341757920411,5.53316773639955,4.49724829304715,5.08674131333288,3.89612650619017,0.255802836602718,7.26006989240937,0.530570203902529
TCGA-AR-A0TZ,0.247441471144408,8.82641787616695,0.535356258603784,7.23824326309534,5.45057453679942,4.25694270732229,2.65289945387296,4.46810103480962,2.61461562421961,2.72073812789883,0.790355013710841,5.32139780701347,4.47257874936245,1.13986236801564,1.0474685905079,2.40865752120981,4.55507376127497,3.98902089777595,4.95984896352069,4.98334479681809,5.99325770415192,0.710966188696129,3.97177344719337,4.7076352195453,3.36897782493334,3.7878398889244,0.240375394498092,7.13573903737536,1.02169291782153
TCGA-A2-A0SY,0.566669050912804,8.25363904126063,0.6535186707536,6.60800193539297,5.53159667896598,4.59433356241734,3.15961304097887,4.93366233182679,2.42274431315684,3.55897778447763,0.246104009883917,5.27953444002905,5.94097011260303,2.66382278156708,0.201884742839857,1.54952132078964,2.32823330082357,3.51874913546359,4.78165871387417,4.11209123700229,4.8550378821802,3.11591550817617,2.022545364569,4.33050103527043,4.13191867886257,2.52651958343844,0.813032077737975,6.86436321995919,0.963696059986536
TCGA-BH-A0WA,0.442545456105304,7.98847735546162,1.67201793526453,6.56605403817109,9.95883977593357,4.60053143237212,4.63792898100901,5.14901949263032,1.82631458649181,3.46556966974498,0.271784213569217,5.39291498695167,5.75728199072019,0.442651610775224,0.583133928662418,3.35653824322659,0.204015477399888,4.22902642362534,4.27537214622127,4.56359136208195,5.27481701058579,1.15166402026778,1.85622879821904,5.39991959680552,4.24943775591847,3.34586470684836,1.48403498577795,7.21848283533417,3.04954364582833
TCGA-A2-A3XS,1.78772498599704,5.72755292882818,1.573277567876,6.25199359507332,7.14717032020172,3.71050340148579,4.56122225378256,3.76543927073788,2.65409178284189,2.33962200343082,2.09781302941991,5.05471826398584,6.54898523771701,1.52431447022215,0.242206148570875,4.0843874739324,1.00669298278711,3.13464809828314,4.50065548206981,4.27299362013955,4.70624320051389,1.7497487788645,3.49869765078559,4.82912904698788,3.76748530868817,2.50024117918946,0.362329610171569,5.25968677860301,2.723907998645
TCGA-AR-A24Z,0.167229454071669,7.00448004378589,1.75313382944494,7.00989578298402,4.91502366370072,4.64673869830785,4.10644882889577,3.10986198849144,2.9696386291599,3.33892353087257,2.99669605476425,4.16837728186156,6.3094799918382,0.233397264101883,0.877822761828475,2.33745420960853,0.453965265396409,5.61161208709102,4.844516216821,4.69756255866736,6.27609462029497,0.480161699348165,5.59236733323326,6.51350337858921,4.07732846411663,3.95173697996983,0.162338957724597,6.36214898141356,4.54872020354126
TCGA-BH-A0DD,0.759581973233555,4.9712492371346,0.673827751773452,6.99178825238833,7.21144057603039,4.29812307026143,5.30568239082829,5.21818831682419,2.71389373198911,2.84122843978824,0.0476779751444756,5.77921243534633,6.17361917752026,0.522859255191698,1.5900989584528,1.51591425571086,0.604261139476106,3.90927388176868,4.16035551679442,3.34502727986284,3.98550953819937,6.24919311288644,4.07908792144234,3.76834314484654,3.81950469604193,3.43618849640448,0.509037042352887,7.43747328383779,0.291957116429807
TCGA-D8-A73X,0.496820230594296,7.35453943478335,0.652601217596519,6.15849457094663,4.71201792644759,4.42533844848065,3.05351106404132,5.95937604907796,2.71560787752938,3.87496413968698,0.768840667877416,5.90498498017148,6.04206206445888,1.01163875624689,0.494159563712844,1.35038409009432,1.92082682718891,3.76459032069999,4.92700515787427,4.46096530604609,5.08912098729602,0.400647220522828,4.89382814737279,4.89879363316888,3.79615125514949,4.05177231141634,0.523561956057013,8.89078653234039,1.63909321321554
TCGA-C8-A1HK,0.277627747659005,5.06431811077674,0.294547233895515,7.37918079530368,4.6906964439777,4.52079308978163,3.1265268994488,2.16587978938436,2.56800777581335,3.40150759746772,0.102322191196686,3.84838758356007,6.6096485996724,1.0648138874585,0.495388173572822,2.91009942539339,1.56374387748389,3.64424854946735,3.93238249058586,5.51476296491159,4.32296646154964,0.357157848719754,5.65294819817155,5.64463503482756,5.09088306296747,3.34886976151828,0.693319678811575,5.46464539801493,1.60402386581459
TCGA-A2-A3XU,0.390667685559667,5.67983756208546,0.125783331627324,5.80748115235119,7.3658333638402,2.62318795203521,5.46763815299236,1.88869454950954,3.32554472246876,2.04886391441462,2.08868437153339,5.89965660980081,6.45027924214132,0.543495883425772,0.0330881693321878,2.62131343936677,0.0,3.10839063537966,4.00584907569669,5.53932634015967,4.1486494410077,0.446997240676389,2.15901555476292,3.28067427797504,4.69977925656291,2.36683974290332,0.0,5.47223105288411,0.548140656895047
TCGA-A2-A0YJ,0.85606940201505,5.93870686939174,0.768671317596568,6.99813907624248,10.5410972931256,5.10244397854617,4.03322034922297,3.49586142108925,2.9126498648972,2.69939616131858,0.49702469417753,5.10940653099347,5.02394725409106,0.646623508476583,0.586212294923966,4.43305291225779,0.103531209877993,4.5222566676267,4.54604247824844,3.84604193304148,5.53810044663029,1.76290154793598,3.03075981884029,3.81226203528232,6.37209019227944,3.34843073367764,0.328376934032666,5.95839031247692,2.98336760049339
TCGA-AN-A0XL,0.66393660635517,7.55736413592979,0.734915511304585,6.83021855647811,6.79788196578188,4.62158305050188,3.90827491847906,4.56778271350085,2.70015115027517,3.37134976122151,0.0292761823706321,5.23723099741417,6.02321320653437,1.57661887868637,0.493339908813507,2.90284538355057,1.10721916834786,4.32146635859253,4.85406049715568,4.31859884438117,4.83899713400721,4.44501153408261,4.6513215432211,4.73442240727349,5.56277970898101,3.51750247460484,0.0,8.10022236819049,1.88947354253111
TCGA-A2-A25B,0.162338957724597,7.59856619428509,1.11589886665539,7.53056630252826,6.32040524817626,3.89938834462999,6.18853148291324,3.35148699233648,2.44667971122845,2.41705585981315,0.799087306074004,4.88241806920401,4.70861766229232,0.598079306117196,0.706375831637021,1.53977919169849,0.78257631041223,3.90125308464316,3.41921526006795,4.49858915900036,4.9844663104788,1.57511866734855,4.81500151556053,5.53943801538737,3.3145080205222,3.71656295941072,0.813278404543312,7.3076552946576,1.24810973709803
TCGA-EW-A1P1,0.733874918575053,5.18298223737174,0.929185014283923,6.64334827172151,7.20490170361288,4.29857034367261,4.23238446958389,4.63585304363963,2.56620629346551,2.89530262133331,4.58510075237146,5.35250783923527,5.74499524889386,1.09578942467319,1.07512184100488,1.73066169127157,1.40190347160796,4.23302138547379,4.39264027554145,4.75356709931263,5.06330015692192,6.24985488091316,3.89615557588503,4.65977046486439,3.27006541148558,3.07105899514251,0.777367109450413,8.1573236903518,0.963696059986536
TCGA-BH-A1EY,0.674822183961822,7.65026840381001,0.313826296390398,6.62913655587108,5.16822081365459,4.57068757564176,2.90485014435862,4.45089450858333,2.07645648159332,2.76856546357528,2.83347709688844,6.08832819869359,6.16038173857325,0.370610693490593,2.99868293977503,3.02966490132192,1.74674271577774,4.94818965819029,3.64175409509864,4.08887938130969,4.10003572116184,0.929109248454487,2.77928073544205,4.82218967331103,5.56378352884755,3.56451230979655,0.599222563159831,9.84106611916066,0.872789368006237
TCGA-A7-A13H,0.784420224617784,7.16310419141404,0.476329837757138,6.33023390056422,6.22518429578482,4.30503662441683,2.83159353730734,5.78701447377343,2.79002130757603,3.47370899618688,0.81015515307832,6.5582645723058,5.92062915939795,2.0585243118408,0.126312130328704,1.93941466130072,2.05429281956604,4.23193155110372,5.14139191617073,4.29616369909643,5.39827853482307,0.827331270612261,4.04698863606691,5.30587205259348,4.45100664684696,3.65523732446226,1.21605125763313,6.26091577112814,1.89274072777935
TCGA-A2-A04X,0.0844725169369015,6.06555077095502,0.77137853948453,5.96660580980922,3.69720668091409,3.42119636417714,5.29197552855606,4.31366669740347,3.03023012380409,3.29485597170867,0.145873061601045,6.46399838214861,5.4792920089781,0.758388465479352,0.143132155555768,3.89813094224734,0.925543758698493,2.7749029975577,4.37033170158454,4.5143937264745,4.87929897086382,0.521653828266628,4.67586108524,5.49093589198342,5.05750226025767,2.42107515023766,1.55345880969909,5.97071103394214,0.770279343209726
TCGA-EW-A1P7,0.517326092156012,5.58221275009074,1.44789652810839,6.09807841694772,7.69202400624763,4.55313928952177,3.45293801433115,4.99209314221989,2.31996469421647,2.62293035092018,2.56713165997407,6.37958110996568,5.69128848385521,3.12827690165837,1.19635524288275,3.3903787874915,2.68291033625599,4.13183638727079,4.59559316974456,4.15015345524625,5.07461246995254,4.5008147976567,2.1210485659834,5.11961763144707,4.32957571343898,2.94320870858845,1.74015043225531,6.68801526184942,2.00205437703702
TCGA-OL-A5S0,0.669571076038966,6.08802495847113,0.954121846785688,5.9349669785882,7.42563721365096,3.50750290093667,5.0748307938541,3.67714738243427,2.64015815496328,3.64863800388403,0.0672256725319716,6.71259440487902,6.1268242193044,1.97258238010527,0.84647325749991,1.95527560092686,0.906813649821099,2.67455104315459,4.83223685699951,5.92736790587928,3.89229387146097,5.27619514213561,1.26741594303495,5.60346315174167,4.00029752517095,2.14342607325891,0.678883192919827,7.04560896899775,1.10332977711185
TCGA-A2-A0EO,0.356256516372818,8.09583688540708,0.307778227058191,6.15549829329318,5.35519955042163,3.80374366850523,2.94562642963098,4.28313651924539,2.0923765997366,3.13591240326704,0.0865120465742818,5.21658290931811,5.42680147161338,1.51273256301436,0.660654852035228,0.569977093324568,4.88548651152495,3.41538009866899,4.10629806218386,4.80417749651658,4.37058279672771,0.855112654785144,5.30832446658284,4.48385446353995,3.90111789957551,2.62192292317707,0.42814239097833,7.68689476326847,0.619929424116078
TCGA-A2-A04P,0.256769142761341,5.05866283937856,0.640620928035698,4.66913450993659,5.18981270106383,2.27878767364211,3.611113348761,2.1373723636934,2.42217916777419,3.85985031229874,0.365244599589063,4.96775884791762,6.03534018113107,0.513894946764927,0.0761485971800829,2.61346093083939,0.591487938397943,2.08389412562431,3.27783600818515,4.20256660691679,4.62617043162732,3.8885387004178,1.48160894299005,3.99081875067088,2.44697078255817,1.96794324852639,0.437866900870151,4.43476832069987,1.0142838706626
TCGA-BH-A0BZ,0.219462838957155,6.3322406825423,1.08195311964706,6.92369353584408,5.27482818992075,3.39245481576404,4.64678477166527,4.12193544746932,2.52376266488328,2.89056342659829,2.45399159555183,5.7909179678409,5.68351961508837,1.40979822782842,0.467801156488407,1.85043940439746,0.710260929878105,3.8311070579566,5.57900209370085,4.84452625970225,4.78957276837319,1.29942051400671,3.8301640371446,6.26216251416945,4.10582053029271,3.43270557748693,2.41267314980951,7.04917658706813,0.968791187883591
TCGA-BH-A1F0,0.595121691996172,5.50132130432753,0.879705766282288,6.44220205859735,6.33731861428022,4.78432075530626,4.38391161099632,4.1053847492476,2.46247118939265,2.27390373902216,1.48470529925278,4.35792494586028,6.65661649479843,1.24756299707135,1.02651680306422,2.41510963222758,2.37019218539685,4.06183666856657,4.03172160086369,4.75217054140268,4.38148411744357,4.92195515830449,2.04516335160322,5.90896658211559,4.16271759775492,3.25509279311117,1.7022585863784,6.48354171977535,2.45507071838533
TCGA-B6-A0WS,0.454070583134958,6.42770505299853,0.732920382108257,6.76596165727649,5.29391852769322,4.54507258258058,4.2282030092571,4.10566969790365,2.3882170955374,3.15028345851656,0.224287289892001,6.23031447047447,5.87319554150928,1.42680147161338,0.564036661866608,1.48036853734721,3.46549130925173,4.47899768273881,4.89501657480755,4.69126614713828,4.81521675980434,1.00698015771534,4.2419011841795,5.34069399972615,5.61463917977039,3.41920177384876,1.4737349684636,9.3243592406784,1.63547580701308
TCGA-3C-AALK,0.362105136071087,6.63864008523969,0.847355566228367,6.55152370787959,4.71995551935066,4.1873322762202,3.52638186256192,4.47906237497281,2.43610852365669,3.88060716902382,0.253626278421377,5.79389588254888,5.46756642561918,1.82586701840109,1.13415521183785,2.25622567518829,2.53749487441412,3.10897601237726,5.681432398166,3.79581888719308,5.14184556108804,2.09508049190141,4.22227906227264,4.57887231137514,6.0675999989913,2.93425228209405,0.0756010848240282,6.92100899099063,0.877351626449262
TCGA-A2-A0YL,1.20526738223451,6.31934335673276,0.821873452762942,7.02657102439033,5.64360513899556,4.6716726812,3.72583929568571,5.65442408356483,2.71760514326077,3.36360564282223,0.997834332781885,5.37382218722165,5.72079557543578,1.91922565397492,1.00791308164326,2.0801118598616,2.57322908614733,4.51399597936701,4.46615071059832,4.47339729239044,4.96164184800172,1.6526929891713,5.62851115711807,4.95061304967552,5.43368725031012,3.73239945953864,0.467488173508356,8.25352417164252,1.07402582838608
TCGA-AR-A251,1.46205231879643,7.48576813874509,1.39522735610665,6.80047673357999,8.28571153281114,5.46654555424411,3.82784950376805,3.58455367920712,2.53116932975868,2.42747208708629,1.01077983875324,4.84424001018705,7.38899540239513,0.37528970853542,0.878215257149036,4.41486616906981,0.729182940685672,4.99215660560675,3.91337773452793,5.49710455489498,5.51710873412297,4.04044535380526,0.937118364778296,5.12379860846262,4.55479756692579,3.61961255591607,0.74122966377296,6.74455401496249,5.86569615924798
TCGA-A8-A07L,3.45214732317857,6.99045799778137,0.879940969126201,7.10799746321942,5.9566862997144,4.13226425229951,4.23087162689006,3.78941626839572,3.47873888479012,2.05185929883525,4.21503397635967,6.12245944590072,5.49172164479307,0.672923127313859,0.542109438331943,2.44196146575897,2.73783816074116,4.57471915459001,5.99620568612116,4.66739827805425,4.86003909795838,0.322043505874256,5.27608717395407,4.73995608481389,4.72160780288589,4.19332230937009,0.0855606248726255,7.52808992349424,2.44517049122698
TCGA-BH-A0DG,1.25610487680918,5.49151322146654,0.632640475865632,6.67639718178579,6.14665929476232,4.50226694451209,3.8371561026294,5.55879109776234,3.27396339889483,3.80847772616168,0.379620962055708,5.05998251283017,5.88144438108315,0.274410769317838,1.84181213978833,1.45407058313496,2.86732322469531,4.52094391319143,4.37198394199945,4.54162015086809,4.96025220925658,1.30935083732328,6.36968807073318,4.33361693887347,4.58745500653756,4.31148131793695,0.336968862239486,7.17894664070423,1.19843128974047
TCGA-A8-A093,0.388134418814145,7.16629968646623,0.590913350255908,6.67749696676118,5.41669114207423,4.34167981791663,2.77300465882829,6.05856760312523,2.6511091107344,4.01346225980656,1.67414423637292,5.41307951607194,5.73356855949878,1.10601323762212,0.373731722378729,0.625551051079312,4.31263613351087,4.16067014668947,4.8362523813555,4.86987140617771,5.46035595882703,0.0837920324938865,5.21407816575067,4.55633131130382,5.52833376720196,3.89845990717637,0.0,8.76964514090712,1.08556062487263
TCGA-EW-A1J2,0.611172380044005,7.15032712886156,0.867738351762688,6.39287550040557,5.61876429763579,4.55639875862064,3.40449444595877,5.61116942853722,2.47456583453847,3.56896845782739,0.308127844178741,5.69571827212078,5.84518893534008,1.40979822782842,1.24354722657759,1.4039221047398,4.18245394714956,4.60667318298832,4.74879932503563,4.68638286570236,4.97922967868439,0.963400137716715,6.12449564004017,5.11122332499201,4.58452962727462,4.07621702161705,0.543693838288992,7.76311673736847,1.63969523339958
TCGA-AQ-A04H,0.0765590951316044,8.05403445280154,1.5082257988981,6.73458092337882,6.72221052460122,4.0958737982318,3.66376586580518,5.3509285767047,2.97098246064751,3.36539859382958,0.0698396250686344,8.19622194749897,4.9187773884039,0.5358538940959,0.508834274251234,1.94024193784165,3.92816183970684,4.65547204819022,4.56662034659192,4.54097577247583,5.30795304620907,1.26693642330279,5.58452962727462,4.40608762884421,5.13028843106983,4.36075755751194,0.244643545739398,5.54870171096774,1.86163781722434
TCGA-A2-A1G1,1.84386327953657,6.12910782191009,1.10775481416675,7.54283996386872,7.2432625422326,4.86282329982368,1.6490175651316,5.29970989735588,2.17845969738456,2.99992786344453,0.189286906583612,4.2045085445978,6.00619253362972,0.588036971870606,0.75565673440824,2.9388691513727,1.29953773957278,5.07841770164733,2.87678213251362,5.28029195715203,5.59688446832437,1.77942783235915,0.123798608462622,5.9274959128136,4.88226643234986,3.02729562405091,2.36642013931299,7.09448628140569,2.61131404526915
TCGA-BH-A0DO,1.22206262477749,5.32255192559888,1.34522603534256,6.69907128347257,5.78563947508898,4.44356024050261,3.76643614910451,5.6103929725525,3.32627846814867,3.5971616634937,0.791772404277366,5.04770414608746,6.08261105566826,0.251567620608247,1.61847360308248,1.63091796589115,1.01328358681842,4.32124986882253,4.3923311626661,4.61370255029629,4.82103666410392,3.05443175398842,5.51366759753763,4.07863545050306,6.82778981482696,3.91757496751148,0.670840335881562,7.65532749724101,1.24586070184035
TCGA-PE-A5DC,0.280481274300624,7.54601623169562,1.17606740578593,6.46030844513678,5.86121348529752,3.51775441213008,4.15937892045925,4.91041607839116,2.78368713188903,2.79156405180226,2.02407140647502,5.90231240036046,4.6266201923247,1.44646798609733,0.120882733248652,1.5827486706213,0.683112521813168,3.19737791203135,4.38460245765075,4.48146686726422,4.90192399447839,3.61228171884598,4.29005572045605,5.51024672212125,4.23356599408501,2.77669358234159,0.142740172116082,5.65819434171879,0.72491215931561
TCGA-OL-A5RZ,0.807931884689125,5.34287115364715,0.798092000728636,6.68460977844657,6.30616196806293,3.76819491332553,3.63757547089758,3.62053949277709,3.56379267900748,4.14466639938856,0.0350607969051143,5.88839014108005,6.57003175823438,0.739761711188126,0.344714894490127,2.96833041310312,0.60502015306241,1.96731619026928,4.61415032326687,4.73553300829973,5.03250202591688,2.28297348862159,4.55292418801217,3.82515469197141,3.87666427810982,2.48119559292895,0.0959919129246028,4.42771343236642,0.794436661804422
TCGA-A2-A0EX,0.611644543373662,6.79226191418444,0.562279063629867,6.77957360111471,6.7817623004186,4.54398453525927,2.9021314789532,4.15695475199129,2.35193922125804,3.85792129616658,0.446679711228449,4.73696739753388,5.84753847749078,2.07806325577682,0.3919876262198,0.79925312356064,1.37806764878003,3.8058599278667,4.44990467537598,5.05857626122623,4.43009120539787,0.764516013797952,6.19023359386679,4.46410623827917,4.28129023236996,2.80506540418061,0.308943288125214,9.46479853164938,1.12220886170023
TCGA-EW-A2FV,0.516620346638166,7.24117663528179,0.662661255475094,6.26484040079082,5.76589802639416,4.25983740058951,4.46413238400564,3.76987750480361,2.38144950823982,3.38427089254241,1.53261619088269,5.66965327175984,5.37413181240147,0.892429885862521,0.393635855624358,3.50997447429548,1.17970212305384,3.341003697501,4.37076411604493,4.43245838450987,4.48215128528078,3.62383175366171,4.67860154746489,6.44071471832071,5.21137437976479,3.10356477927152,1.01606836862765,7.88154471600509,0.254110241874721
